rpm,temperature,oil_pressure,vibration,fuel_flow,fault
4757.0,89.1,3.75,1.96,3.87,Performance Degradation
4846.4,88.3,2.65,2.06,2.91,Low Oil Pressure
4556.4,86.3,3.89,2.47,3.68,Performance Degradation
5287.3,106.9,3.47,1.81,3.58,Overheating
4611.2,85.2,4.13,2.04,3.91,Performance Degradation
5156.0,81.4,4.3,1.09,2.69,Normal
5187.2,101.5,3.68,1.7,3.27,Overheating
5296.0,99.9,3.83,1.57,3.21,Overheating
4708.3,89.4,3.16,4.79,2.94,Bearing Degradation
4821.4,91.9,2.27,2.75,2.95,Low Oil Pressure
5246.1,98.5,3.75,1.66,3.17,Overheating
4900.7,93.5,2.35,2.67,2.9,Low Oil Pressure
4764.4,94.3,2.13,2.5,2.97,Low Oil Pressure
4826.6,92.5,2.31,2.64,2.87,Low Oil Pressure
4855.7,89.3,2.55,2.53,2.81,Low Oil Pressure
4899.0,94.0,2.23,2.56,2.64,Low Oil Pressure
4894.6,96.3,1.97,2.61,3.06,Low Oil Pressure
4617.6,80.5,3.88,2.31,4.02,Performance Degradation
5145.6,78.3,4.19,1.42,2.66,Normal
5295.5,101.1,3.64,1.84,3.37,Overheating
4798.0,91.0,2.33,2.39,2.93,Low Oil Pressure
4626.8,87.3,3.85,2.09,3.2,Performance Degradation
4800.4,100.2,1.64,3.02,3.08,Low Oil Pressure
4787.6,87.6,4.04,2.12,3.72,Performance Degradation
4799.2,90.0,3.06,4.61,2.91,Bearing Degradation
4676.9,84.9,3.79,2.07,3.67,Performance Degradation
4879.1,90.5,2.65,2.14,3.05,Low Oil Pressure
4563.6,87.2,3.33,4.6,3.0,Bearing Degradation
4577.1,92.7,3.49,5.13,3.1,Bearing Degradation
4633.8,89.6,3.16,5.24,3.28,Bearing Degradation
5233.6,102.3,3.7,1.88,3.39,Overheating
4699.2,80.5,4.07,2.24,3.89,Performance Degradation
4696.2,90.2,3.5,5.03,2.92,Bearing Degradation
5274.6,109.0,3.65,1.82,3.5,Overheating
4689.3,85.6,3.38,4.18,3.09,Bearing Degradation
4699.4,86.2,3.89,2.28,3.34,Performance Degradation
4758.9,94.3,2.44,2.12,2.98,Low Oil Pressure
4741.5,81.1,3.97,1.65,3.56,Performance Degradation
5135.3,78.7,4.12,1.14,2.66,Normal
4716.6,86.0,3.88,2.1,3.75,Performance Degradation
4949.0,92.9,2.34,2.29,3.09,Low Oil Pressure
4645.6,85.7,3.89,1.91,3.63,Performance Degradation
4586.3,83.8,3.95,2.15,3.91,Performance Degradation
5203.5,80.1,4.39,1.5,2.6,Normal
4644.5,84.8,3.92,1.97,3.61,Performance Degradation
4568.3,86.1,3.64,1.99,3.91,Performance Degradation
5261.1,101.2,3.69,1.82,3.26,Overheating
4714.2,83.3,3.9,2.05,3.57,Performance Degradation
5214.4,78.4,4.13,1.19,2.57,Normal
5143.3,77.7,4.41,1.13,2.67,Normal
4792.7,85.8,3.68,2.25,3.64,Performance Degradation
4889.8,93.0,2.35,2.37,2.87,Low Oil Pressure
4632.0,89.1,4.25,2.19,3.2,Performance Degradation
5209.6,82.0,4.43,1.12,2.69,Normal
5176.7,77.4,4.28,1.44,2.73,Normal
4705.5,83.4,3.8,1.84,3.27,Performance Degradation
4486.5,88.4,2.99,4.75,3.2,Bearing Degradation
4868.8,91.9,2.51,2.09,3.01,Low Oil Pressure
4664.4,84.4,3.55,5.12,2.94,Bearing Degradation
4769.9,86.1,3.2,4.75,3.12,Bearing Degradation
4544.7,82.6,3.91,2.13,3.42,Performance Degradation
4718.3,84.6,3.49,4.76,3.26,Bearing Degradation
4539.5,87.8,3.28,4.98,3.22,Bearing Degradation
4566.9,87.7,3.1,5.11,2.88,Bearing Degradation
5262.3,103.8,3.58,1.83,3.34,Overheating
4625.6,88.6,3.29,5.05,2.99,Bearing Degradation
4537.3,92.6,3.05,5.58,3.43,Bearing Degradation
4597.8,91.9,3.34,5.12,3.05,Bearing Degradation
4701.8,91.8,3.1,4.39,2.99,Bearing Degradation
4793.2,88.4,2.37,2.35,2.96,Low Oil Pressure
5313.7,104.5,3.54,1.85,3.25,Overheating
4928.4,94.7,2.36,2.15,2.84,Low Oil Pressure
5170.2,77.2,4.45,1.11,2.83,Normal
4653.4,92.0,3.36,5.05,3.27,Bearing Degradation
4491.7,84.5,3.8,1.91,3.77,Performance Degradation
5206.8,102.4,3.7,1.73,3.44,Overheating
4564.8,86.8,3.04,5.75,3.05,Bearing Degradation
4558.4,84.8,4.03,2.02,3.54,Performance Degradation
4621.8,90.6,3.09,5.0,3.26,Bearing Degradation
5151.8,75.7,4.4,1.33,2.69,Normal
4770.2,83.7,4.06,2.49,3.47,Performance Degradation
4746.4,91.9,2.01,2.82,2.69,Low Oil Pressure
4611.0,93.5,3.27,5.97,3.08,Bearing Degradation
4841.8,95.1,2.49,2.13,3.05,Low Oil Pressure
4614.6,90.0,3.05,5.77,3.09,Bearing Degradation
5241.1,110.3,3.23,1.85,3.52,Overheating
4553.8,87.7,3.89,2.48,3.74,Performance Degradation
5260.4,111.0,3.31,1.81,3.61,Overheating
4532.5,82.7,3.69,2.38,4.02,Performance Degradation
5357.4,105.0,3.62,1.96,3.48,Overheating
4599.5,85.4,3.6,6.23,2.84,Bearing Degradation
4725.7,78.1,3.83,1.87,3.66,Performance Degradation
5292.1,95.5,3.85,1.58,3.02,Overheating
5144.3,74.8,4.34,1.21,2.75,Normal
4803.5,90.6,2.45,2.5,2.82,Low Oil Pressure
5323.8,105.5,3.59,1.63,3.38,Overheating
5317.1,101.5,3.76,1.81,3.31,Overheating
5225.0,116.7,3.29,1.95,3.69,Overheating
4710.2,89.9,3.31,5.3,3.02,Bearing Degradation
5152.6,77.1,4.36,1.5,2.73,Normal
4742.9,91.8,2.47,2.46,2.85,Low Oil Pressure
4795.4,92.6,2.13,2.78,3.05,Low Oil Pressure
5191.3,79.5,4.46,1.18,2.63,Normal
4689.9,80.8,3.88,1.88,3.58,Performance Degradation
4606.7,89.2,3.03,5.13,3.36,Bearing Degradation
4577.6,88.7,3.85,1.9,3.65,Performance Degradation
5160.6,79.6,4.08,1.19,2.56,Normal
4873.5,95.4,2.49,2.31,2.96,Low Oil Pressure
5213.9,81.9,4.4,1.27,2.68,Normal
4830.0,92.6,2.33,2.5,2.99,Low Oil Pressure
4671.8,82.3,4.0,2.14,3.84,Performance Degradation
4612.7,89.3,3.31,5.27,3.17,Bearing Degradation
5376.8,112.2,3.24,1.62,3.31,Overheating
4846.8,90.5,2.62,2.46,3.0,Low Oil Pressure
4841.4,90.8,2.53,2.24,2.72,Low Oil Pressure
4876.7,88.0,2.65,2.28,3.12,Low Oil Pressure
5187.9,76.8,4.27,1.14,2.67,Normal
4692.2,82.7,4.01,2.17,3.46,Performance Degradation
4946.1,90.5,2.34,2.1,2.82,Low Oil Pressure
4937.4,93.3,1.92,2.81,2.96,Low Oil Pressure
4754.0,87.0,3.19,4.72,3.41,Bearing Degradation
5244.4,78.4,4.46,1.45,2.7,Normal
4559.4,80.6,3.74,2.35,3.96,Performance Degradation
4815.6,91.2,2.43,2.22,2.95,Low Oil Pressure
5259.9,102.5,3.63,1.93,3.15,Overheating
4751.3,82.1,4.08,1.72,4.09,Performance Degradation
5215.8,80.1,4.3,1.31,2.68,Normal
4491.3,82.9,3.78,1.86,3.82,Performance Degradation
4578.9,85.3,3.19,4.69,3.01,Bearing Degradation
4711.4,90.5,2.58,2.14,2.93,Low Oil Pressure
4865.7,87.5,2.42,2.56,2.84,Low Oil Pressure
5222.4,108.1,3.46,1.77,3.41,Overheating
4727.1,92.4,2.35,2.53,2.82,Low Oil Pressure
5241.2,77.0,4.39,1.16,2.54,Normal
5300.3,104.3,3.55,2.11,3.46,Overheating
5297.1,105.8,3.51,1.75,3.32,Overheating
4696.4,85.1,3.81,2.07,3.65,Performance Degradation
4812.7,94.3,2.32,2.49,2.85,Low Oil Pressure
5350.7,106.5,3.41,1.78,3.42,Overheating
4577.8,89.9,3.39,5.7,3.16,Bearing Degradation
5154.0,78.1,4.3,1.24,2.65,Normal
5164.8,78.2,4.29,1.33,2.63,Normal
4827.8,94.8,1.84,2.81,2.88,Low Oil Pressure
4940.1,91.1,2.38,2.62,3.06,Low Oil Pressure
5205.7,101.3,3.73,1.77,3.23,Overheating
4633.7,88.7,3.57,5.24,2.91,Bearing Degradation
5205.6,78.4,4.27,1.22,2.83,Normal
4679.3,83.3,3.31,4.55,3.22,Bearing Degradation
4763.7,81.9,4.14,2.35,3.66,Performance Degradation
4784.4,91.1,2.61,2.38,2.82,Low Oil Pressure
5108.3,76.0,4.39,1.38,2.8,Normal
4789.8,88.5,2.64,2.5,2.74,Low Oil Pressure
4738.5,88.1,3.02,5.7,2.87,Bearing Degradation
5154.6,106.4,3.57,1.71,3.25,Overheating
4816.8,93.3,2.12,2.48,3.0,Low Oil Pressure
4901.0,95.5,1.87,2.72,2.93,Low Oil Pressure
4909.4,90.2,2.44,2.36,3.1,Low Oil Pressure
4810.8,94.8,2.24,2.68,2.98,Low Oil Pressure
4824.3,96.8,2.23,2.18,2.83,Low Oil Pressure
4717.4,80.7,3.87,2.17,3.61,Performance Degradation
4741.7,83.1,3.79,2.06,3.42,Performance Degradation
5221.4,101.5,3.71,1.83,3.29,Overheating
5186.7,111.9,3.57,1.92,3.59,Overheating
5246.6,100.1,3.71,1.71,3.28,Overheating
5217.3,76.7,4.25,1.18,2.78,Normal
4893.5,92.1,2.26,2.34,2.72,Low Oil Pressure
4673.8,87.6,3.05,5.48,3.24,Bearing Degradation
4607.3,88.4,3.18,4.35,3.23,Bearing Degradation
5204.3,78.7,4.16,0.92,2.74,Normal
4726.5,83.2,3.87,2.01,3.49,Performance Degradation
4692.9,85.2,3.81,2.18,3.5,Performance Degradation
5297.3,106.0,3.49,1.6,3.41,Overheating
4496.4,90.0,4.0,2.08,3.86,Performance Degradation
4682.1,86.7,3.86,2.03,3.45,Performance Degradation
5188.9,75.8,4.36,1.08,2.72,Normal
4745.6,80.8,3.8,2.13,3.42,Performance Degradation
4801.7,91.5,3.45,4.4,2.96,Bearing Degradation
4579.3,92.7,3.64,5.03,3.15,Bearing Degradation
5219.1,78.7,4.2,1.16,2.82,Normal
5235.6,82.8,4.24,1.19,2.79,Normal
5266.1,106.3,3.54,1.85,3.4,Overheating
4614.6,93.0,3.14,5.15,3.27,Bearing Degradation
5270.4,102.1,3.7,1.7,3.18,Overheating
4531.4,83.1,3.72,1.81,3.43,Performance Degradation
5224.4,106.9,3.56,2.01,3.34,Overheating
5293.9,102.9,3.7,1.76,3.18,Overheating
4603.2,85.6,3.79,2.04,3.34,Performance Degradation
4713.7,87.0,3.07,3.7,3.21,Bearing Degradation
4958.8,95.3,2.3,2.44,2.99,Low Oil Pressure
5158.6,77.3,4.29,1.1,2.58,Normal
4718.4,93.0,2.37,2.48,2.94,Low Oil Pressure
4565.6,88.8,3.3,4.64,3.04,Bearing Degradation
4641.6,85.2,4.11,2.29,3.89,Performance Degradation
4933.7,94.8,2.23,2.49,2.97,Low Oil Pressure
5190.2,111.1,3.41,1.8,3.54,Overheating
5150.2,78.8,4.2,1.16,2.58,Normal
5133.4,78.9,4.12,1.06,2.67,Normal
4876.3,91.9,2.31,2.4,2.98,Low Oil Pressure
5293.2,110.2,3.47,1.72,3.46,Overheating
5257.2,77.5,4.33,1.13,2.57,Normal
4863.8,94.9,2.08,2.58,2.94,Low Oil Pressure
5142.4,78.9,4.35,1.15,2.82,Normal
4830.8,87.1,3.04,4.43,3.15,Bearing Degradation
4808.1,89.2,2.52,2.38,2.92,Low Oil Pressure
5248.0,104.9,3.64,1.75,3.18,Overheating
5141.3,77.0,4.11,1.29,2.72,Normal
4671.0,85.5,4.09,2.03,3.59,Performance Degradation
5296.4,102.9,3.56,1.83,3.37,Overheating
4689.4,85.0,3.17,4.5,2.92,Bearing Degradation
5235.1,75.0,4.21,1.09,2.81,Normal
4997.5,92.3,2.16,2.7,2.89,Low Oil Pressure
5271.1,107.2,3.55,1.93,3.36,Overheating
5208.6,82.6,4.27,1.34,2.61,Normal
5365.8,98.5,3.85,1.49,3.19,Overheating
5260.0,107.7,3.57,1.87,3.47,Overheating
4828.7,86.5,3.5,4.52,3.15,Bearing Degradation
4604.4,94.0,3.24,4.54,3.08,Bearing Degradation
4584.2,84.1,3.91,2.19,3.53,Performance Degradation
4554.9,87.7,4.09,2.23,3.72,Performance Degradation
4741.3,84.6,3.73,2.29,3.85,Performance Degradation
5239.7,74.2,4.3,1.36,2.64,Normal
5161.2,80.9,4.25,1.28,2.66,Normal
5183.8,76.0,4.29,1.26,2.74,Normal
5362.1,98.6,3.83,1.4,3.19,Overheating
5239.1,76.7,4.46,1.31,2.91,Normal
5300.4,78.4,4.29,1.27,2.78,Normal
5278.1,76.8,4.31,1.16,2.68,Normal
4748.9,88.3,2.59,2.23,2.9,Low Oil Pressure
5231.9,79.5,4.35,1.31,2.58,Normal
4554.7,91.5,3.35,5.01,3.08,Bearing Degradation
5188.2,112.8,3.47,1.96,3.69,Overheating
5256.1,100.4,3.67,1.82,3.28,Overheating
4662.7,88.3,3.02,4.4,3.24,Bearing Degradation
4697.8,89.1,3.3,5.18,2.97,Bearing Degradation
4889.1,92.2,2.19,2.36,2.79,Low Oil Pressure
4863.2,98.9,1.84,2.79,3.06,Low Oil Pressure
5226.1,74.6,4.31,1.28,2.81,Normal
4586.1,83.3,3.78,1.89,3.76,Performance Degradation
5284.8,77.6,4.41,1.32,2.6,Normal
5193.5,76.8,4.32,1.25,2.79,Normal
4760.3,88.3,3.95,1.83,3.43,Performance Degradation
4592.0,84.9,3.96,2.31,4.01,Performance Degradation
5190.8,74.9,4.34,1.43,2.71,Normal
4877.0,89.7,2.37,2.16,2.95,Low Oil Pressure
4798.7,86.7,4.18,2.01,3.42,Performance Degradation
5186.4,77.7,4.22,0.99,2.68,Normal
5257.6,99.4,3.75,1.62,3.18,Overheating
5329.3,105.9,3.55,1.76,3.25,Overheating
4695.7,86.8,3.16,4.68,3.07,Bearing Degradation
4737.4,84.1,3.74,1.84,3.68,Performance Degradation
5320.9,102.5,3.85,1.74,3.44,Overheating
4731.5,94.5,2.33,2.6,2.77,Low Oil Pressure
4614.9,86.9,3.48,5.15,3.15,Bearing Degradation
5281.4,109.0,3.44,1.88,3.34,Overheating
4723.8,84.1,3.95,2.15,3.51,Performance Degradation
4739.2,91.7,3.17,4.42,3.2,Bearing Degradation
5249.7,112.1,3.46,1.88,3.53,Overheating
4673.7,88.7,3.12,5.21,3.2,Bearing Degradation
4862.4,96.1,2.22,2.54,2.89,Low Oil Pressure
4588.4,87.6,3.12,5.79,3.13,Bearing Degradation
4648.4,90.9,3.32,4.24,2.98,Bearing Degradation
4748.2,94.0,2.09,2.43,2.95,Low Oil Pressure
5211.3,77.6,4.29,1.43,2.74,Normal
5217.2,109.2,3.53,1.95,3.43,Overheating
4530.7,85.4,2.94,4.49,2.85,Bearing Degradation
5313.5,100.6,3.82,1.71,3.33,Overheating
5267.0,111.6,3.44,1.92,3.52,Overheating
4589.6,89.5,2.99,4.91,2.99,Bearing Degradation
5309.2,104.9,3.61,1.79,3.46,Overheating
4498.6,88.9,3.52,4.11,3.12,Bearing Degradation
4891.7,89.3,2.4,2.13,2.91,Low Oil Pressure
4870.5,93.8,2.24,2.58,2.71,Low Oil Pressure
5252.4,100.7,3.68,1.71,3.28,Overheating
4593.9,88.1,4.04,2.09,3.79,Performance Degradation
5215.6,103.9,3.58,1.53,3.32,Overheating
5228.5,78.4,4.29,1.31,2.55,Normal
4723.4,87.1,3.61,1.99,3.59,Performance Degradation
4768.0,90.3,2.4,2.58,2.95,Low Oil Pressure
4619.2,85.7,3.88,2.2,3.82,Performance Degradation
4849.7,99.6,2.34,2.14,3.14,Low Oil Pressure
4566.2,84.7,3.73,2.18,3.39,Performance Degradation
4559.9,91.3,3.03,4.49,3.1,Bearing Degradation
4594.9,87.8,4.08,2.6,4.12,Performance Degradation
4684.3,89.1,3.14,5.39,3.11,Bearing Degradation
4591.3,86.5,3.46,6.05,3.17,Bearing Degradation
5253.8,76.6,4.28,1.32,2.79,Normal
5168.8,77.8,4.37,1.09,2.73,Normal
4669.3,85.9,3.75,2.12,3.7,Performance Degradation
4599.5,88.7,3.1,4.75,3.03,Bearing Degradation
4918.4,93.3,2.29,2.69,2.63,Low Oil Pressure
5190.5,77.2,4.18,1.15,2.61,Normal
4859.0,86.9,2.65,2.41,2.84,Low Oil Pressure
4606.2,87.4,3.32,6.01,3.1,Bearing Degradation
5298.1,107.6,3.41,1.75,3.34,Overheating
4692.0,93.6,3.1,5.06,3.21,Bearing Degradation
5237.2,82.2,4.35,1.17,2.79,Normal
4920.4,96.5,2.23,2.67,2.85,Low Oil Pressure
5252.9,100.6,3.68,1.9,3.2,Overheating
4755.4,84.0,3.79,2.19,3.7,Performance Degradation
5311.8,105.8,3.6,1.68,3.58,Overheating
5110.9,81.7,4.43,1.36,2.62,Normal
5266.5,75.1,4.47,1.35,2.66,Normal
5212.0,79.0,4.43,0.96,2.68,Normal
4667.8,86.7,3.98,1.84,3.7,Performance Degradation
4906.7,93.8,2.53,2.46,2.67,Low Oil Pressure
4575.7,92.2,3.26,6.63,3.07,Bearing Degradation
4712.4,84.2,3.75,1.81,3.65,Performance Degradation
4595.4,88.8,2.74,4.48,3.01,Bearing Degradation
5144.3,76.0,4.4,1.32,2.46,Normal
4799.3,87.7,3.1,4.56,3.29,Bearing Degradation
4853.7,90.6,2.59,2.32,3.0,Low Oil Pressure
5267.3,80.5,4.22,1.22,2.64,Normal
5289.4,104.9,3.5,1.74,3.33,Overheating
5240.4,78.2,4.22,1.15,2.79,Normal
5227.4,76.3,4.56,1.23,2.8,Normal
4633.2,90.1,3.42,5.98,3.03,Bearing Degradation
4683.0,85.1,3.78,2.02,3.56,Performance Degradation
5338.0,99.1,3.73,1.59,3.19,Overheating
4803.4,91.3,2.31,2.37,3.0,Low Oil Pressure
4649.1,84.7,3.8,2.1,3.98,Performance Degradation
4796.8,94.5,2.26,2.61,2.77,Low Oil Pressure
5257.0,109.8,3.31,1.93,3.48,Overheating
4917.4,90.2,2.62,2.41,2.93,Low Oil Pressure
4495.7,88.3,3.22,4.89,3.31,Bearing Degradation
5232.6,99.3,3.69,1.66,3.27,Overheating
4798.5,89.1,2.39,2.5,2.66,Low Oil Pressure
4866.7,93.2,2.2,2.4,3.03,Low Oil Pressure
4623.7,84.4,2.92,4.92,2.87,Bearing Degradation
4653.1,95.0,3.2,4.09,3.04,Bearing Degradation
4493.3,88.6,3.26,5.28,3.06,Bearing Degradation
4598.0,85.4,2.93,4.05,3.34,Bearing Degradation
4551.0,84.9,4.03,2.4,3.9,Performance Degradation
4653.9,90.3,3.28,5.14,3.35,Bearing Degradation
5332.5,104.0,3.77,1.59,3.35,Overheating
4657.4,87.1,3.7,2.1,3.87,Performance Degradation
4737.7,84.6,3.8,2.31,3.76,Performance Degradation
4650.3,92.4,2.92,5.11,3.24,Bearing Degradation
4879.6,90.0,2.64,2.26,2.86,Low Oil Pressure
4745.1,88.8,3.0,4.02,2.91,Bearing Degradation
5353.2,105.0,3.56,1.84,3.33,Overheating
5187.2,106.9,3.62,1.7,3.29,Overheating
4684.8,87.8,3.03,4.93,3.13,Bearing Degradation
4637.4,85.5,3.09,5.21,3.2,Bearing Degradation
5297.9,107.5,3.51,1.75,3.4,Overheating
4694.0,87.7,2.79,5.54,2.95,Bearing Degradation
5338.9,110.3,3.57,1.97,3.5,Overheating
5153.9,80.6,4.18,0.91,2.68,Normal
4500.2,91.3,3.29,5.55,2.97,Bearing Degradation
4610.5,90.0,3.55,5.49,3.21,Bearing Degradation
5250.9,103.0,3.8,1.7,3.45,Overheating
4951.6,92.2,2.4,2.5,2.92,Low Oil Pressure
4843.3,90.3,2.44,2.21,2.71,Low Oil Pressure
5216.9,98.1,3.73,1.57,3.18,Overheating
4902.9,94.6,2.4,2.36,2.66,Low Oil Pressure
4621.0,89.8,3.32,6.03,3.11,Bearing Degradation
4609.7,84.2,3.85,2.21,3.62,Performance Degradation
4625.4,84.0,3.84,2.22,3.89,Performance Degradation
5227.3,106.1,3.58,1.64,3.36,Overheating
4647.4,84.7,3.8,2.12,3.66,Performance Degradation
4704.5,93.0,2.63,2.37,2.69,Low Oil Pressure
4843.0,90.9,2.12,2.41,3.03,Low Oil Pressure
4588.2,84.8,3.19,4.6,3.21,Bearing Degradation
4650.7,90.9,3.25,5.04,3.16,Bearing Degradation
5331.8,110.8,3.42,1.78,3.52,Overheating
4687.6,89.6,3.21,5.64,3.1,Bearing Degradation
4737.0,88.9,3.28,5.51,3.22,Bearing Degradation
4730.3,86.2,3.7,2.05,3.73,Performance Degradation
4608.1,91.6,3.1,4.74,3.1,Bearing Degradation
4807.9,89.9,2.92,6.12,3.02,Bearing Degradation
5156.0,73.6,4.33,1.22,2.8,Normal
4837.6,93.3,2.16,2.48,2.91,Low Oil Pressure
4710.0,89.2,2.28,2.67,2.91,Low Oil Pressure
4765.7,91.2,2.19,2.68,2.93,Low Oil Pressure
5241.8,77.7,4.36,0.99,2.63,Normal
4542.5,89.1,3.03,4.93,2.95,Bearing Degradation
4641.7,86.9,3.22,4.77,3.15,Bearing Degradation
5344.9,107.0,3.58,2.01,3.46,Overheating
4496.2,88.3,3.35,4.68,3.1,Bearing Degradation
5174.5,80.2,4.48,1.38,2.62,Normal
5187.2,102.9,3.58,1.84,3.31,Overheating
4741.4,95.4,2.09,2.56,2.94,Low Oil Pressure
4756.5,88.0,3.17,4.07,3.16,Bearing Degradation
5282.7,112.3,3.39,1.93,3.58,Overheating
5207.1,108.3,3.55,1.78,3.57,Overheating
4860.4,90.6,2.49,2.2,3.01,Low Oil Pressure
4675.4,89.6,3.16,4.49,3.26,Bearing Degradation
4597.2,83.1,3.24,5.44,3.04,Bearing Degradation
4582.1,86.8,3.96,2.22,3.75,Performance Degradation
4798.2,81.5,3.87,2.12,3.9,Performance Degradation
5200.7,75.9,4.25,1.35,2.66,Normal
4670.1,87.0,3.05,5.14,3.15,Bearing Degradation
4801.9,90.3,2.26,2.4,2.96,Low Oil Pressure
5272.8,105.8,3.35,2.01,3.32,Overheating
5289.1,95.5,3.85,1.6,3.12,Overheating
5120.7,78.3,4.34,1.1,2.71,Normal
4717.2,86.3,3.07,5.32,3.24,Bearing Degradation
4790.5,80.4,3.9,2.24,3.22,Performance Degradation
5183.8,80.8,4.46,1.42,2.69,Normal
5362.2,106.7,3.5,1.86,3.52,Overheating
5222.5,78.2,4.26,1.4,2.63,Normal
5237.9,104.5,3.67,2.03,3.39,Overheating
5282.7,115.0,3.32,2.02,3.65,Overheating
5153.0,74.4,4.28,0.98,2.77,Normal
5144.6,75.1,4.3,1.31,2.73,Normal
5293.3,77.5,4.12,1.16,2.7,Normal
5295.0,104.2,3.64,1.62,3.38,Overheating
5304.0,113.0,3.38,2.16,3.8,Overheating
4664.1,89.0,3.27,5.03,2.94,Bearing Degradation
5202.7,78.1,4.46,1.26,2.56,Normal
4624.3,89.2,3.21,5.22,3.2,Bearing Degradation
4744.0,88.4,3.29,4.42,3.1,Bearing Degradation
4927.1,89.6,2.51,2.42,2.97,Low Oil Pressure
5240.8,110.8,3.48,1.7,3.53,Overheating
4673.4,87.4,3.34,5.17,2.77,Bearing Degradation
4705.6,87.1,3.93,2.22,3.57,Performance Degradation
4899.0,95.9,2.16,2.42,3.07,Low Oil Pressure
4672.4,88.4,3.12,5.25,2.93,Bearing Degradation
4874.1,91.5,2.29,2.28,3.09,Low Oil Pressure
5256.7,105.1,3.42,1.64,3.29,Overheating
4865.5,92.3,2.19,2.45,2.81,Low Oil Pressure
5033.4,92.4,2.53,2.35,2.96,Low Oil Pressure
4699.8,86.6,3.45,5.19,3.0,Bearing Degradation
4705.8,88.5,3.11,6.19,3.07,Bearing Degradation
4739.7,85.5,3.72,1.89,3.57,Performance Degradation
4601.2,88.0,3.59,2.2,3.23,Performance Degradation
4917.3,92.8,2.07,2.87,2.58,Low Oil Pressure
5319.4,104.7,3.55,1.76,3.42,Overheating
4806.7,83.2,3.95,1.99,3.53,Performance Degradation
5243.0,76.3,4.25,1.32,2.74,Normal
5267.1,116.0,3.2,1.77,3.65,Overheating
4798.2,84.8,3.79,2.12,3.71,Performance Degradation
4696.8,93.5,3.2,5.39,2.96,Bearing Degradation
5149.3,102.2,3.68,1.8,3.23,Overheating
5274.2,112.2,3.37,1.9,3.45,Overheating
5208.9,78.3,4.32,1.19,2.71,Normal
4794.1,96.3,2.18,2.48,2.88,Low Oil Pressure
4832.2,91.7,2.3,2.59,2.73,Low Oil Pressure
4782.5,85.6,3.46,4.91,3.12,Bearing Degradation
5225.8,77.7,4.22,1.25,2.76,Normal
5174.0,80.1,4.36,1.29,2.6,Normal
5214.6,111.8,3.42,1.95,3.41,Overheating
5194.6,80.0,4.28,0.93,2.72,Normal
5210.2,112.6,3.36,2.2,3.58,Overheating
5251.9,99.5,3.67,1.71,3.24,Overheating
4684.7,84.7,3.87,2.51,3.35,Performance Degradation
5188.9,78.1,4.29,1.31,2.69,Normal
4704.2,91.2,3.11,5.86,3.08,Bearing Degradation
5268.8,105.6,3.69,1.92,3.21,Overheating
5257.4,113.2,3.49,2.01,3.59,Overheating
5260.0,108.8,3.37,1.91,3.54,Overheating
4914.8,96.1,2.24,2.63,2.97,Low Oil Pressure
4675.6,81.6,3.66,1.99,3.69,Performance Degradation
4563.2,87.0,3.44,4.73,3.07,Bearing Degradation
5237.7,78.7,4.21,1.08,2.73,Normal
5207.6,76.7,4.24,1.32,2.69,Normal
5274.0,107.7,3.61,2.02,3.38,Overheating
4635.6,89.3,3.31,5.75,2.78,Bearing Degradation
5185.7,99.5,3.62,1.66,3.28,Overheating
4690.5,81.3,3.82,2.12,3.61,Performance Degradation
5149.3,75.2,4.01,1.17,2.89,Normal
5194.8,77.0,4.14,1.46,2.58,Normal
4507.4,83.4,3.87,2.18,3.97,Performance Degradation
5204.4,75.8,4.23,1.1,2.83,Normal
5103.1,77.3,4.21,1.29,2.72,Normal
4740.5,97.1,2.14,2.63,2.76,Low Oil Pressure
4825.4,93.3,2.23,2.51,2.88,Low Oil Pressure
4599.7,91.3,3.27,5.87,3.12,Bearing Degradation
4930.5,88.8,2.43,2.3,3.07,Low Oil Pressure
4878.7,95.5,2.08,2.55,2.9,Low Oil Pressure
4743.1,89.0,3.05,5.32,2.93,Bearing Degradation
4705.7,83.0,3.25,3.84,3.03,Bearing Degradation
4869.1,92.9,2.37,2.46,2.92,Low Oil Pressure
4866.2,92.9,2.15,2.55,3.0,Low Oil Pressure
5212.5,76.3,4.28,1.24,2.66,Normal
5216.6,76.1,4.41,1.06,2.7,Normal
5215.6,79.2,4.31,1.03,2.66,Normal
4664.4,82.0,3.89,2.05,3.48,Performance Degradation
5383.0,103.6,3.62,1.46,3.41,Overheating
5147.4,77.9,4.18,1.11,2.6,Normal
5332.0,101.0,3.63,1.69,3.34,Overheating
4688.9,84.0,3.96,1.94,3.55,Performance Degradation
5156.2,75.3,4.21,1.13,2.71,Normal
4884.0,91.7,2.35,2.45,2.95,Low Oil Pressure
4848.4,93.8,2.65,2.16,2.7,Low Oil Pressure
4834.2,84.4,3.1,4.39,3.03,Bearing Degradation
4800.9,88.0,2.55,2.3,3.0,Low Oil Pressure
4635.1,81.2,3.84,1.89,3.66,Performance Degradation
5232.5,79.4,4.28,1.16,2.61,Normal
4641.1,81.9,4.04,2.36,3.36,Performance Degradation
4677.7,85.9,3.98,2.31,3.74,Performance Degradation
5295.4,105.5,3.65,1.69,3.49,Overheating
5194.7,76.5,4.21,1.22,2.72,Normal
5202.2,75.3,4.37,1.05,2.65,Normal
5237.0,76.4,4.27,1.34,2.84,Normal
